# Volume injected (mL),pressure (bar)
1.245585623416666454e+00,7.872444580000000913e-01
1.245552290083333347e+00,7.851760280000000813e-01
1.245518956750000017e+00,7.917950040000000245e-01
1.245485623416666687e+00,7.938634340000001455e-01
1.245452290083333580e+00,7.897265740000001255e-01
1.245418956749999584e+00,7.851760280000000813e-01
1.245385623416666476e+00,7.897265740000001255e-01
1.245352290083333147e+00,7.872444580000000913e-01
1.245318956749999817e+00,7.831075980000000714e-01
1.245285623416666709e+00,7.897265740000001255e-01
1.245252290083333380e+00,7.897265740000001255e-01
1.245218956750000050e+00,7.851760280000000813e-01
1.245185623416666942e+00,7.851760280000000813e-01
1.245152290083332947e+00,7.831075980000000714e-01
1.245118956749999839e+00,7.851760280000000813e-01
1.245085623416666509e+00,7.831075980000000714e-01
1.245052290083333180e+00,7.851760280000000813e-01
1.245018956750000072e+00,7.851760280000000813e-01
1.244985623416666742e+00,7.851760280000000813e-01
1.244952290083333413e+00,7.831075980000000714e-01
1.244918956749999639e+00,7.851760280000000813e-01
1.244885623416666309e+00,7.917950040000000245e-01
1.244852290083333202e+00,7.851760280000000813e-01
1.244818956749999872e+00,7.851760280000000813e-01
1.244785623416666542e+00,7.897265740000001255e-01
1.244752290083333435e+00,7.851760280000000813e-01
1.244718956750000105e+00,7.831075980000000714e-01
1.244685623416666775e+00,7.917950040000000245e-01
1.244652290083333002e+00,7.851760280000000813e-01
1.244618956749999672e+00,7.851760280000000813e-01
1.244585623416666564e+00,7.851760280000000813e-01
1.244552290083333235e+00,7.851760280000000813e-01
1.244518956749999905e+00,7.851760280000000813e-01
1.244485623416666797e+00,7.851760280000000813e-01
1.244452290083333468e+00,7.831075980000000714e-01
1.244418956750000138e+00,7.851760280000000813e-01
1.244385623416666364e+00,7.872444580000000913e-01
1.244352290083333035e+00,7.938634340000001455e-01
1.244318956749999927e+00,7.851760280000000813e-01
1.244285623416666597e+00,7.851760280000000813e-01
1.244252290083333268e+00,7.851760280000000813e-01
1.244218956750000160e+00,7.851760280000000813e-01
1.244185623416666830e+00,7.851760280000000813e-01
1.244152290083333057e+00,7.917950040000000245e-01
1.244118956749999727e+00,7.897265740000001255e-01
1.244085623416666397e+00,7.831075980000000714e-01
1.244052290083333290e+00,7.851760280000000813e-01
1.244018956749999960e+00,7.851760280000000813e-01
1.243985623416666630e+00,7.831075980000000714e-01
1.243952290083333523e+00,7.851760280000000813e-01
1.243918956750000193e+00,7.851760280000000813e-01
1.243885623416666419e+00,7.851760280000000813e-01
1.243852290083333090e+00,7.851760280000000813e-01
1.243818956749999760e+00,7.851760280000000813e-01
1.243785623416666652e+00,7.769023080000000414e-01
1.243752290083333323e+00,7.851760280000000813e-01
1.243718956749999993e+00,7.851760280000000813e-01
1.243685623416666886e+00,7.831075980000000714e-01
1.243652290083332890e+00,7.897265740000001255e-01
1.243618956749999782e+00,7.851760280000000813e-01
1.243585623416666452e+00,7.872444580000000913e-01
1.243552290083333123e+00,7.851760280000000813e-01
1.243518956750000015e+00,7.851760280000000813e-01
1.243485623416666686e+00,7.897265740000001255e-01
1.243452290083333356e+00,7.851760280000000813e-01
1.243418956750000248e+00,7.851760280000000813e-01
1.243385623416666252e+00,7.917950040000000245e-01
1.243352290083333145e+00,7.851760280000000813e-01
1.243318956749999815e+00,7.851760280000000813e-01
1.243285623416666485e+00,7.851760280000000813e-01
1.243252290083333378e+00,7.831075980000000714e-01
1.243218956750000048e+00,7.851760280000000813e-01
1.243185623416666719e+00,7.851760280000000813e-01
1.243152290083333611e+00,7.851760280000000813e-01
1.243118956749999615e+00,7.851760280000000813e-01
1.243085623416666508e+00,7.851760280000000813e-01
1.243052290083333178e+00,7.831075980000000714e-01
1.243018956749999848e+00,7.872444580000000913e-01
1.242985623416666741e+00,7.851760280000000813e-01
1.242952290083333411e+00,7.851760280000000813e-01
1.242918956750000081e+00,7.831075980000000714e-01
1.242885623416666308e+00,7.851760280000000813e-01
1.242852290083332978e+00,7.831075980000000714e-01
1.242818956749999870e+00,7.851760280000000813e-01
1.242785623416666541e+00,7.851760280000000813e-01
1.242752290083333211e+00,7.831075980000000714e-01
1.242718956750000103e+00,7.831075980000000714e-01
1.242685623416666774e+00,7.831075980000000714e-01
1.242652290083333444e+00,7.851760280000000813e-01
1.242618956749999670e+00,7.851760280000000813e-01
1.242585623416666341e+00,7.851760280000000813e-01
1.242552290083333233e+00,7.831075980000000714e-01
1.242518956749999903e+00,7.831075980000000714e-01
1.242485623416666574e+00,7.851760280000000813e-01
1.242452290083333466e+00,7.851760280000000813e-01
1.242418956750000136e+00,7.851760280000000813e-01
1.242385623416666807e+00,7.831075980000000714e-01
1.242352290083333033e+00,7.851760280000000813e-01
1.242318956749999703e+00,7.851760280000000813e-01
1.242285623416666596e+00,7.851760280000000813e-01
1.242252290083333266e+00,7.851760280000000813e-01
1.242218956749999936e+00,7.851760280000000813e-01
1.242185623416666829e+00,7.851760280000000813e-01
1.242152290083333499e+00,7.831075980000000714e-01
1.242118956749999725e+00,7.851760280000000813e-01
1.242085623416666396e+00,7.851760280000000813e-01
1.242052290083333066e+00,7.851760280000000813e-01
1.242018956749999958e+00,7.851760280000000813e-01
1.241985623416666629e+00,7.831075980000000714e-01
1.241952290083333299e+00,7.851760280000000813e-01
1.241918956750000191e+00,7.851760280000000813e-01
1.241885623416666862e+00,7.851760280000000813e-01
1.241852290083333088e+00,7.851760280000000813e-01
1.241818956749999758e+00,7.831075980000000714e-01
1.241785623416666429e+00,7.851760280000000813e-01
1.241752290083333321e+00,7.851760280000000813e-01
1.241718956749999991e+00,7.851760280000000813e-01
1.241685623416666662e+00,7.851760280000000813e-01
1.241652290083333554e+00,7.851760280000000813e-01
1.241618956749999558e+00,7.851760280000000813e-01
1.241585623416666451e+00,7.851760280000000813e-01
1.241552290083333121e+00,7.831075980000000714e-01
1.241518956749999791e+00,7.851760280000000813e-01
1.241485623416666684e+00,7.831075980000000714e-01
1.241452290083333354e+00,7.851760280000000813e-01
1.241418956750000024e+00,7.851760280000000813e-01
1.241385623416666917e+00,7.831075980000000714e-01
1.241352290083332921e+00,7.831075980000000714e-01
1.241318956749999813e+00,7.851760280000000813e-01
1.241285623416666484e+00,7.831075980000000714e-01
1.241252290083333154e+00,7.831075980000000714e-01
1.241218956750000046e+00,7.851760280000000813e-01
1.241185623416666717e+00,7.851760280000000813e-01
1.241152290083333387e+00,7.851760280000000813e-01
1.241118956750000279e+00,7.831075980000000714e-01
1.241085623416666284e+00,7.851760280000000813e-01
1.241052290083333176e+00,7.851760280000000813e-01
1.241018956749999846e+00,7.897265740000001255e-01
1.240985623416666517e+00,7.851760280000000813e-01
1.240952290083333409e+00,7.851760280000000813e-01
1.240918956750000079e+00,7.831075980000000714e-01
1.240885623416666750e+00,7.851760280000000813e-01
1.240852290083332976e+00,7.769023080000000414e-01
1.240818956749999646e+00,7.851760280000000813e-01
1.240785623416666539e+00,7.789707380000000514e-01
1.240752290083333209e+00,7.851760280000000813e-01
1.240718956749999879e+00,7.831075980000000714e-01
1.240685623416666772e+00,7.851760280000000813e-01
1.240652290083333442e+00,7.851760280000000813e-01
1.240618956750000113e+00,7.851760280000000813e-01
1.240585623416666339e+00,7.831075980000000714e-01
1.240552290083333009e+00,7.897265740000001255e-01
1.240518956749999901e+00,7.831075980000000714e-01
1.240485623416666572e+00,7.851760280000000813e-01
1.240452290083333242e+00,7.831075980000000714e-01
1.240418956750000135e+00,7.831075980000000714e-01
1.240385623416666805e+00,7.831075980000000714e-01
1.240352290083333475e+00,7.851760280000000813e-01
1.240318956749999701e+00,7.831075980000000714e-01
1.240285623416666372e+00,7.831075980000000714e-01
1.240252290083333264e+00,7.831075980000000714e-01
1.240218956749999935e+00,7.851760280000000813e-01
1.240185623416666605e+00,7.831075980000000714e-01
1.240152290083333497e+00,7.831075980000000714e-01
1.240118956750000168e+00,7.851760280000000813e-01
1.240085623416666394e+00,7.831075980000000714e-01
1.240052290083333064e+00,7.831075980000000714e-01
1.240018956749999735e+00,7.831075980000000714e-01
1.239985623416666627e+00,7.851760280000000813e-01
1.239952290083333297e+00,7.851760280000000813e-01
1.239918956749999968e+00,7.831075980000000714e-01
1.239885623416666860e+00,7.810391680000000614e-01
1.239852290083333530e+00,7.851760280000000813e-01
1.239818956749999757e+00,7.831075980000000714e-01
1.239785623416666427e+00,7.810391680000000614e-01
1.239752290083333097e+00,7.831075980000000714e-01
1.239718956749999990e+00,7.851760280000000813e-01
1.239685623416666660e+00,7.831075980000000714e-01
1.239652290083333330e+00,7.810391680000000614e-01
1.239618956750000223e+00,7.831075980000000714e-01
1.239585623416666227e+00,7.851760280000000813e-01
1.239552290083333119e+00,7.810391680000000614e-01
1.239518956749999790e+00,7.831075980000000714e-01
1.239485623416666460e+00,7.810391680000000614e-01
1.239452290083333352e+00,7.851760280000000813e-01
1.239418956750000023e+00,7.769023080000000414e-01
1.239385623416666693e+00,7.769023080000000414e-01
1.239352290083333585e+00,7.789707380000000514e-01
1.239318956749999590e+00,7.831075980000000714e-01
1.239285623416666482e+00,7.831075980000000714e-01
1.239252290083333152e+00,7.789707380000000514e-01
1.239218956749999823e+00,7.831075980000000714e-01
1.239185623416666715e+00,7.831075980000000714e-01
1.239152290083333385e+00,7.851760280000000813e-01
1.239118956750000056e+00,7.831075980000000714e-01
1.239085623416666948e+00,7.851760280000000813e-01
1.239052290083332952e+00,7.769023080000000414e-01
1.239018956749999845e+00,7.851760280000000813e-01
1.238985623416666515e+00,7.831075980000000714e-01
1.238952290083333185e+00,7.831075980000000714e-01
1.238918956750000078e+00,7.831075980000000714e-01
1.238885623416666748e+00,7.851760280000000813e-01
1.238852290083333418e+00,7.851760280000000813e-01
1.238818956749999645e+00,7.851760280000000813e-01
1.238785623416666315e+00,7.831075980000000714e-01
1.238752290083333207e+00,7.851760280000000813e-01
1.238718956749999878e+00,7.831075980000000714e-01
1.238685623416666548e+00,7.851760280000000813e-01
1.238652290083333440e+00,7.851760280000000813e-01
1.238618956750000111e+00,7.831075980000000714e-01
1.238585623416666781e+00,7.810391680000000614e-01
1.238552290083333007e+00,7.831075980000000714e-01
1.238518956749999678e+00,7.831075980000000714e-01
1.238485623416666570e+00,7.831075980000000714e-01
1.238452290083333240e+00,7.810391680000000614e-01
1.238418956749999911e+00,7.789707380000000514e-01
1.238385623416666803e+00,7.831075980000000714e-01
1.238352290083333473e+00,7.810391680000000614e-01
1.238318956750000144e+00,7.769023080000000414e-01
1.238285623416666370e+00,7.831075980000000714e-01
1.238252290083333040e+00,7.851760280000000813e-01
1.238218956749999933e+00,7.789707380000000514e-01
1.238185623416666603e+00,7.831075980000000714e-01
1.238152290083333273e+00,7.769023080000000414e-01
1.238118956750000166e+00,7.831075980000000714e-01
1.238085623416666836e+00,7.831075980000000714e-01
1.238052290083333062e+00,7.851760280000000813e-01
1.238018956749999733e+00,7.851760280000000813e-01
1.237985623416666403e+00,7.851760280000000813e-01
1.237952290083333295e+00,7.769023080000000414e-01
1.237918956749999966e+00,7.851760280000000813e-01
1.237885623416666636e+00,7.831075980000000714e-01
1.237852290083333529e+00,7.810391680000000614e-01
1.237818956750000199e+00,7.851760280000000813e-01
1.237785623416666425e+00,7.769023080000000414e-01
1.237752290083333095e+00,7.851760280000000813e-01
1.237718956749999766e+00,7.851760280000000813e-01
1.237685623416666658e+00,7.789707380000000514e-01
1.237652290083333328e+00,7.769023080000000414e-01
1.237618956749999999e+00,7.831075980000000714e-01
1.237585623416666891e+00,7.769023080000000414e-01
1.237552290083332895e+00,7.851760280000000813e-01
1.237518956749999788e+00,7.831075980000000714e-01
1.237485623416666458e+00,7.851760280000000813e-01
1.237452290083333128e+00,7.851760280000000813e-01
1.237418956750000021e+00,7.831075980000000714e-01
1.237385623416666691e+00,7.769023080000000414e-01
1.237352290083333362e+00,7.851760280000000813e-01
1.237318956750000254e+00,7.851760280000000813e-01
1.237285623416666258e+00,7.851760280000000813e-01
1.237252290083333151e+00,7.810391680000000614e-01
1.237218956749999821e+00,7.831075980000000714e-01
1.237185623416666491e+00,7.810391680000000614e-01
1.237152290083333384e+00,7.851760280000000813e-01
1.237118956750000054e+00,7.789707380000000514e-01
1.237085623416666724e+00,7.769023080000000414e-01
1.237052290083333617e+00,7.851760280000000813e-01
1.237018956749999621e+00,7.851760280000000813e-01
1.236985623416666513e+00,7.769023080000000414e-01
1.236952290083333184e+00,7.769023080000000414e-01
1.236918956749999854e+00,7.831075980000000714e-01
1.236885623416666746e+00,7.810391680000000614e-01
1.236852290083333417e+00,7.789707380000000514e-01
1.236818956750000087e+00,7.831075980000000714e-01
1.236785623416666313e+00,7.810391680000000614e-01
1.236752290083332984e+00,7.769023080000000414e-01
1.236718956749999876e+00,7.851760280000000813e-01
1.236685623416666546e+00,7.810391680000000614e-01
1.236652290083333217e+00,7.810391680000000614e-01
1.236618956750000109e+00,7.789707380000000514e-01
1.236585623416666779e+00,7.810391680000000614e-01
1.236552290083333450e+00,7.789707380000000514e-01
1.236518956749999676e+00,7.851760280000000813e-01
1.236485623416666346e+00,7.789707380000000514e-01
1.236452290083333239e+00,7.769023080000000414e-01
1.236418956749999909e+00,7.831075980000000714e-01
1.236385623416666579e+00,7.851760280000000813e-01
1.236352290083333472e+00,7.789707380000000514e-01
1.236318956750000142e+00,7.831075980000000714e-01
1.236285623416666812e+00,7.831075980000000714e-01
1.236252290083333039e+00,7.769023080000000414e-01
1.236218956749999709e+00,7.810391680000000614e-01
1.236185623416666601e+00,7.851760280000000813e-01
1.236152290083333272e+00,7.769023080000000414e-01
1.236118956749999942e+00,7.810391680000000614e-01
1.236085623416666834e+00,7.831075980000000714e-01
1.236052290083333505e+00,7.769023080000000414e-01
1.236018956749999731e+00,7.769023080000000414e-01
1.235985623416666401e+00,7.810391680000000614e-01
1.235952290083333072e+00,7.769023080000000414e-01
1.235918956749999964e+00,7.769023080000000414e-01
1.235885623416666634e+00,7.831075980000000714e-01
1.235852290083333305e+00,7.851760280000000813e-01
1.235818956750000197e+00,7.831075980000000714e-01
1.235785623416666867e+00,7.851760280000000813e-01
1.235752290083333094e+00,7.769023080000000414e-01
1.235718956749999764e+00,7.769023080000000414e-01
1.235685623416666434e+00,7.831075980000000714e-01
1.235652290083333327e+00,7.769023080000000414e-01
1.235618956749999997e+00,7.831075980000000714e-01
1.235585623416666667e+00,7.851760280000000813e-01
1.235552290083333560e+00,7.769023080000000414e-01
1.235518956749999564e+00,7.810391680000000614e-01
1.235485623416666456e+00,7.789707380000000514e-01
1.235452290083333127e+00,7.769023080000000414e-01
1.235418956749999797e+00,7.831075980000000714e-01
1.235385623416666689e+00,7.769023080000000414e-01
1.235352290083333360e+00,7.769023080000000414e-01
1.235318956750000030e+00,7.769023080000000414e-01
1.235285623416666922e+00,7.769023080000000414e-01
1.235252290083332927e+00,7.769023080000000414e-01
1.235218956749999819e+00,7.810391680000000614e-01
1.235185623416666489e+00,7.769023080000000414e-01
1.235152290083333160e+00,7.769023080000000414e-01
1.235118956750000052e+00,7.789707380000000514e-01
1.235085623416666722e+00,7.831075980000000714e-01
1.235052290083333393e+00,7.769023080000000414e-01
1.235018956750000285e+00,7.769023080000000414e-01
1.234985623416666289e+00,7.748338780000001424e-01
1.234952290083333182e+00,7.748338780000001424e-01
1.234918956749999852e+00,7.769023080000000414e-01
1.234885623416666522e+00,7.810391680000000614e-01
1.234852290083333415e+00,7.769023080000000414e-01
1.234818956750000085e+00,7.769023080000000414e-01
1.234785623416666756e+00,7.851760280000000813e-01
1.234752290083332982e+00,7.769023080000000414e-01
1.234718956749999652e+00,7.789707380000000514e-01
1.234685623416666544e+00,7.831075980000000714e-01
1.234652290083333215e+00,7.831075980000000714e-01
1.234618956749999885e+00,7.769023080000000414e-01
1.234585623416666778e+00,7.831075980000000714e-01
1.234552290083333448e+00,7.769023080000000414e-01
1.234518956750000118e+00,7.769023080000000414e-01
1.234485623416666344e+00,7.769023080000000414e-01
1.234452290083333015e+00,7.769023080000000414e-01
1.234418956749999907e+00,7.769023080000000414e-01
1.234385623416666578e+00,7.769023080000000414e-01
1.234352290083333248e+00,7.769023080000000414e-01
1.234318956750000140e+00,7.769023080000000414e-01
1.234285623416666811e+00,7.810391680000000614e-01
1.234252290083333481e+00,7.789707380000000514e-01
1.234218956749999707e+00,7.748338780000001424e-01
1.234185623416666377e+00,7.789707380000000514e-01
1.234152290083333270e+00,7.769023080000000414e-01
1.234118956749999940e+00,7.831075980000000714e-01
1.234085623416666611e+00,7.769023080000000414e-01
1.234052290083333503e+00,7.748338780000001424e-01
1.234018956750000173e+00,7.769023080000000414e-01
1.233985623416666400e+00,7.831075980000000714e-01
1.233952290083333070e+00,7.769023080000000414e-01
1.233918956749999740e+00,7.810391680000000614e-01
1.233885623416666633e+00,7.769023080000000414e-01
1.233852290083333303e+00,7.769023080000000414e-01
1.233818956749999973e+00,7.789707380000000514e-01
1.233785623416666866e+00,7.748338780000001424e-01
1.233752290083333536e+00,7.851760280000000813e-01
1.233718956749999762e+00,7.810391680000000614e-01
1.233685623416666433e+00,7.789707380000000514e-01
1.233652290083333103e+00,7.789707380000000514e-01
1.233618956749999995e+00,7.769023080000000414e-01
1.233585623416666666e+00,7.769023080000000414e-01
1.233552290083333336e+00,7.769023080000000414e-01
1.233518956750000228e+00,7.769023080000000414e-01
1.233485623416666233e+00,7.769023080000000414e-01
1.233452290083333125e+00,7.769023080000000414e-01
1.233418956749999795e+00,7.769023080000000414e-01
1.233385623416666466e+00,7.831075980000000714e-01
1.233352290083333358e+00,7.831075980000000714e-01
1.233318956750000028e+00,7.831075980000000714e-01
1.233285623416666699e+00,7.769023080000000414e-01
1.233252290083333591e+00,7.810391680000000614e-01
1.233218956749999595e+00,7.769023080000000414e-01
1.233185623416666488e+00,7.789707380000000514e-01
1.233152290083333158e+00,7.789707380000000514e-01
1.233118956749999828e+00,7.769023080000000414e-01
1.233085623416666721e+00,7.851760280000000813e-01
1.233052290083333391e+00,7.769023080000000414e-01
1.233018956750000061e+00,7.831075980000000714e-01
1.232985623416666954e+00,7.789707380000000514e-01
1.232952290083332958e+00,7.789707380000000514e-01
1.232918956749999850e+00,7.769023080000000414e-01
1.232885623416666521e+00,7.748338780000001424e-01
1.232852290083333191e+00,7.769023080000000414e-01
1.232818956750000083e+00,7.789707380000000514e-01
1.232785623416666754e+00,7.769023080000000414e-01
1.232752290083333424e+00,7.810391680000000614e-01
1.232718956749999650e+00,7.851760280000000813e-01
1.232685623416666321e+00,7.748338780000001424e-01
1.232652290083333213e+00,7.769023080000000414e-01
1.232618956749999883e+00,7.769023080000000414e-01
1.232585623416666554e+00,7.769023080000000414e-01
1.232552290083333446e+00,7.748338780000001424e-01
1.232518956750000116e+00,7.769023080000000414e-01
1.232485623416666787e+00,7.769023080000000414e-01
1.232452290083333013e+00,7.769023080000000414e-01
1.232418956749999683e+00,7.769023080000000414e-01
1.232385623416666576e+00,7.748338780000001424e-01
1.232352290083333246e+00,7.831075980000000714e-01
1.232318956749999916e+00,7.769023080000000414e-01
1.232285623416666809e+00,7.769023080000000414e-01
1.232252290083333479e+00,7.748338780000001424e-01
1.232218956749999705e+00,7.769023080000000414e-01
1.232185623416666376e+00,7.769023080000000414e-01
1.232152290083333046e+00,7.769023080000000414e-01
1.232118956749999938e+00,7.769023080000000414e-01
1.232085623416666609e+00,7.769023080000000414e-01
1.232052290083333279e+00,7.748338780000001424e-01
1.232018956750000171e+00,7.769023080000000414e-01
1.231985623416666842e+00,7.769023080000000414e-01
1.231952290083333068e+00,7.769023080000000414e-01
1.231918956749999738e+00,7.831075980000000714e-01
1.231885623416666409e+00,7.769023080000000414e-01
1.231852290083333301e+00,7.769023080000000414e-01
1.231818956749999971e+00,7.769023080000000414e-01
1.231785623416666642e+00,7.769023080000000414e-01
1.231752290083333534e+00,7.748338780000001424e-01
1.231718956750000205e+00,7.789707380000000514e-01
1.231685623416666431e+00,7.769023080000000414e-01
1.231652290083333101e+00,7.769023080000000414e-01
1.231618956749999771e+00,7.769023080000000414e-01
1.231585623416666664e+00,7.769023080000000414e-01
1.231552290083333334e+00,7.769023080000000414e-01
1.231518956750000005e+00,7.831075980000000714e-01
1.231485623416666897e+00,7.769023080000000414e-01
1.231452290083332901e+00,7.769023080000000414e-01
1.231418956749999793e+00,7.789707380000000514e-01
1.231385623416666464e+00,7.769023080000000414e-01
1.231352290083333134e+00,7.748338780000001424e-01
1.231318956750000027e+00,7.769023080000000414e-01
1.231285623416666697e+00,7.769023080000000414e-01
1.231252290083333367e+00,7.769023080000000414e-01
1.231218956750000260e+00,7.748338780000001424e-01
1.231185623416666264e+00,7.769023080000000414e-01
1.231152290083333156e+00,7.769023080000000414e-01
1.231118956749999827e+00,7.769023080000000414e-01
1.231085623416666497e+00,7.769023080000000414e-01
1.231052290083333389e+00,7.769023080000000414e-01
1.231018956750000060e+00,7.769023080000000414e-01
1.230985623416666730e+00,7.769023080000000414e-01
1.230952290083333622e+00,7.769023080000000414e-01
1.230918956749999627e+00,7.769023080000000414e-01
1.230885623416666519e+00,7.769023080000000414e-01
1.230852290083333189e+00,7.769023080000000414e-01
1.230818956749999860e+00,7.769023080000000414e-01
1.230785623416666752e+00,7.769023080000000414e-01
1.230752290083333422e+00,7.810391680000000614e-01
1.230718956750000093e+00,7.748338780000001424e-01
1.230685623416666319e+00,7.769023080000000414e-01
1.230652290083332989e+00,7.769023080000000414e-01
1.230618956749999882e+00,7.748338780000001424e-01
1.230585623416666552e+00,7.789707380000000514e-01
1.230552290083333222e+00,7.769023080000000414e-01
1.230518956750000115e+00,7.769023080000000414e-01
1.230485623416666785e+00,7.810391680000000614e-01
1.230452290083333455e+00,7.810391680000000614e-01
1.230418956749999682e+00,7.769023080000000414e-01
1.230385623416666352e+00,7.748338780000001424e-01
1.230352290083333244e+00,7.769023080000000414e-01
1.230318956749999915e+00,7.769023080000000414e-01
1.230285623416666585e+00,7.769023080000000414e-01
1.230252290083333477e+00,7.831075980000000714e-01
1.230218956750000148e+00,7.748338780000001424e-01
1.230185623416666374e+00,7.769023080000000414e-01
1.230152290083333044e+00,7.769023080000000414e-01
1.230118956749999715e+00,7.769023080000000414e-01
1.230085623416666607e+00,7.748338780000001424e-01
1.230052290083333277e+00,7.769023080000000414e-01
1.230018956749999948e+00,7.769023080000000414e-01
1.229985623416666840e+00,7.748338780000001424e-01
1.229952290083333510e+00,7.769023080000000414e-01
1.229918956749999737e+00,7.769023080000000414e-01
1.229885623416666407e+00,7.769023080000000414e-01
1.229852290083333077e+00,7.748338780000001424e-01
1.229818956749999970e+00,7.769023080000000414e-01
1.229785623416666640e+00,7.769023080000000414e-01
1.229752290083333310e+00,7.769023080000000414e-01
1.229718956750000203e+00,7.748338780000001424e-01
1.229685623416666873e+00,7.727654480000001325e-01
1.229652290083333099e+00,7.769023080000000414e-01
1.229618956749999770e+00,7.748338780000001424e-01
1.229585623416666440e+00,7.769023080000000414e-01
1.229552290083333332e+00,7.748338780000001424e-01
1.229518956750000003e+00,7.769023080000000414e-01
1.229485623416666673e+00,7.769023080000000414e-01
1.229452290083333565e+00,7.748338780000001424e-01
1.229418956749999570e+00,7.769023080000000414e-01
1.229385623416666462e+00,7.769023080000000414e-01
1.229352290083333132e+00,7.769023080000000414e-01
1.229318956749999803e+00,7.769023080000000414e-01
1.229285623416666695e+00,7.748338780000001424e-01
1.229252290083333365e+00,7.682149020000000883e-01
1.229218956750000036e+00,7.769023080000000414e-01
1.229185623416666928e+00,7.769023080000000414e-01
1.229152290083332932e+00,7.769023080000000414e-01
1.229118956749999825e+00,7.748338780000001424e-01
1.229085623416666495e+00,7.748338780000001424e-01
1.229052290083333165e+00,7.769023080000000414e-01
1.229018956750000058e+00,7.769023080000000414e-01
1.228985623416666728e+00,7.769023080000000414e-01
1.228952290083333398e+00,7.748338780000001424e-01
1.228918956750000291e+00,7.682149020000000883e-01
1.228885623416666295e+00,7.769023080000000414e-01
1.228852290083333187e+00,7.748338780000001424e-01
1.228818956749999858e+00,7.769023080000000414e-01
1.228785623416666528e+00,7.682149020000000883e-01
1.228752290083333421e+00,7.748338780000001424e-01
1.228718956750000091e+00,7.769023080000000414e-01
1.228685623416666761e+00,7.769023080000000414e-01
1.228652290083332987e+00,7.769023080000000414e-01
1.228618956749999658e+00,7.702833320000000983e-01
1.228585623416666550e+00,7.748338780000001424e-01
1.228552290083333220e+00,7.769023080000000414e-01
1.228518956749999891e+00,7.769023080000000414e-01
1.228485623416666783e+00,7.748338780000001424e-01
1.228452290083333454e+00,7.702833320000000983e-01
1.228418956750000124e+00,7.769023080000000414e-01
1.228385623416666350e+00,7.769023080000000414e-01
1.228352290083333020e+00,7.769023080000000414e-01
1.228318956749999913e+00,7.748338780000001424e-01
1.228285623416666583e+00,7.748338780000001424e-01
1.228252290083333254e+00,7.769023080000000414e-01
1.228218956750000146e+00,7.769023080000000414e-01
1.228185623416666816e+00,7.769023080000000414e-01
1.228152290083333043e+00,7.769023080000000414e-01
1.228118956749999713e+00,7.769023080000000414e-01
1.228085623416666383e+00,7.748338780000001424e-01
1.228052290083333276e+00,7.748338780000001424e-01
1.228018956749999946e+00,7.769023080000000414e-01
1.227985623416666616e+00,7.769023080000000414e-01
1.227952290083333509e+00,7.769023080000000414e-01
1.227918956750000179e+00,7.769023080000000414e-01
1.227885623416666405e+00,7.769023080000000414e-01
1.227852290083333076e+00,7.769023080000000414e-01
1.227818956749999746e+00,7.769023080000000414e-01
1.227785623416666638e+00,7.769023080000000414e-01
1.227752290083333309e+00,7.769023080000000414e-01
1.227718956749999979e+00,7.748338780000001424e-01
1.227685623416666871e+00,7.682149020000000883e-01
1.227652290083333542e+00,7.769023080000000414e-01
1.227618956749999768e+00,7.661464720000001893e-01
1.227585623416666438e+00,7.769023080000000414e-01
1.227552290083333109e+00,7.748338780000001424e-01
1.227518956750000001e+00,7.748338780000001424e-01
1.227485623416666671e+00,7.748338780000001424e-01
1.227452290083333342e+00,7.769023080000000414e-01
1.227418956750000234e+00,7.748338780000001424e-01
1.227385623416666238e+00,7.769023080000000414e-01
1.227352290083333131e+00,7.748338780000001424e-01
1.227318956749999801e+00,7.769023080000000414e-01
1.227285623416666471e+00,7.769023080000000414e-01
1.227252290083333364e+00,7.748338780000001424e-01
1.227218956750000034e+00,7.727654480000001325e-01
1.227185623416666704e+00,7.769023080000000414e-01
1.227152290083333597e+00,7.702833320000000983e-01
1.227118956749999601e+00,7.769023080000000414e-01
1.227085623416666493e+00,7.769023080000000414e-01
1.227052290083333164e+00,7.748338780000001424e-01
1.227018956749999834e+00,7.748338780000001424e-01
1.226985623416666726e+00,7.727654480000001325e-01
1.226952290083333397e+00,7.748338780000001424e-01
1.226918956750000067e+00,7.727654480000001325e-01
1.226885623416666959e+00,7.682149020000000883e-01
1.226852290083332964e+00,7.682149020000000883e-01
1.226818956749999856e+00,7.748338780000001424e-01
1.226785623416666526e+00,7.748338780000001424e-01
1.226752290083333197e+00,7.769023080000000414e-01
1.226718956750000089e+00,7.748338780000001424e-01
1.226685623416666759e+00,7.769023080000000414e-01
1.226652290083333430e+00,7.748338780000001424e-01
1.226618956749999656e+00,7.682149020000000883e-01
1.226585623416666326e+00,7.769023080000000414e-01
1.226552290083333219e+00,7.682149020000000883e-01
1.226518956749999889e+00,7.748338780000001424e-01
1.226485623416666559e+00,7.769023080000000414e-01
1.226452290083333452e+00,7.748338780000001424e-01
1.226418956750000122e+00,7.748338780000001424e-01
1.226385623416666792e+00,7.769023080000000414e-01
1.226352290083333019e+00,7.769023080000000414e-01
1.226318956749999689e+00,7.748338780000001424e-01
1.226285623416666581e+00,7.769023080000000414e-01
1.226252290083333252e+00,7.769023080000000414e-01
1.226218956749999922e+00,7.769023080000000414e-01
