# Volume injected (mL),pressure (bar)
1.506618956750000127e+00,1.012289642000000267e+00
1.506585623416666353e+00,1.008152782000000025e+00
1.506552290083333023e+00,1.014358072000000055e+00
1.506518956749999916e+00,1.014358072000000055e+00
1.506485623416666586e+00,1.012289642000000267e+00
1.506452290083333256e+00,1.023045478000000008e+00
1.506418956750000149e+00,1.012289642000000267e+00
1.506385623416666819e+00,1.014358072000000055e+00
1.506352290083333045e+00,1.014358072000000055e+00
1.506318956749999716e+00,1.014358072000000055e+00
1.506285623416666386e+00,1.014358072000000055e+00
1.506252290083333278e+00,1.014358072000000055e+00
1.506218956749999949e+00,1.012289642000000267e+00
1.506185623416666619e+00,1.014358072000000055e+00
1.506152290083333511e+00,1.014358072000000055e+00
1.506118956750000182e+00,1.014358072000000055e+00
1.506085623416666408e+00,1.006084352000000015e+00
1.506052290083333078e+00,1.014358072000000055e+00
1.506018956749999749e+00,1.014358072000000055e+00
1.505985623416666641e+00,1.012289642000000267e+00
1.505952290083333311e+00,1.014358072000000055e+00
1.505918956749999982e+00,1.012289642000000267e+00
1.505885623416666874e+00,1.003602236000000092e+00
1.505852290083333545e+00,1.014358072000000055e+00
1.505818956749999771e+00,1.014358072000000055e+00
1.505785623416666441e+00,1.010221212000000257e+00
1.505752290083333111e+00,1.012289642000000267e+00
1.505718956750000004e+00,1.014358072000000055e+00
1.505685623416666674e+00,1.014358072000000055e+00
1.505652290083333344e+00,1.012289642000000267e+00
1.505618956750000237e+00,1.014358072000000055e+00
1.505585623416666241e+00,1.012289642000000267e+00
1.505552290083333133e+00,1.014358072000000055e+00
1.505518956749999804e+00,1.012289642000000267e+00
1.505485623416666474e+00,1.014358072000000055e+00
1.505452290083333367e+00,1.014358072000000055e+00
1.505418956750000037e+00,1.012289642000000267e+00
1.505385623416666707e+00,1.014358072000000055e+00
1.505352290083333600e+00,1.014358072000000055e+00
1.505318956749999604e+00,1.014358072000000055e+00
1.505285623416666496e+00,1.014358072000000055e+00
1.505252290083333166e+00,1.012289642000000267e+00
1.505218956749999837e+00,1.012289642000000267e+00
1.505185623416666729e+00,1.014358072000000055e+00
1.505152290083333400e+00,1.014358072000000055e+00
1.505118956750000070e+00,1.014358072000000055e+00
1.505085623416666962e+00,1.012289642000000267e+00
1.505052290083332966e+00,1.014358072000000055e+00
1.505018956749999859e+00,1.014358072000000055e+00
1.504985623416666529e+00,1.012289642000000267e+00
1.504952290083333200e+00,1.008152782000000025e+00
1.504918956750000092e+00,1.006084352000000015e+00
1.504885623416666762e+00,1.012289642000000267e+00
1.504852290083333433e+00,1.006084352000000015e+00
1.504818956749999659e+00,1.012289642000000267e+00
1.504785623416666329e+00,1.008152782000000025e+00
1.504752290083333222e+00,1.014358072000000055e+00
1.504718956749999892e+00,1.012289642000000267e+00
1.504685623416666562e+00,1.014358072000000055e+00
1.504652290083333455e+00,1.014358072000000055e+00
1.504618956750000125e+00,1.014358072000000055e+00
1.504585623416666795e+00,1.012289642000000267e+00
1.504552290083333022e+00,1.012289642000000267e+00
1.504518956749999692e+00,1.014358072000000055e+00
1.504485623416666584e+00,1.006084352000000015e+00
1.504452290083333255e+00,1.006084352000000015e+00
1.504418956749999925e+00,1.006084352000000015e+00
1.504385623416666817e+00,1.014358072000000055e+00
1.504352290083333488e+00,1.014358072000000055e+00
1.504318956749999714e+00,1.014358072000000055e+00
1.504285623416666384e+00,1.012289642000000267e+00
1.504252290083333055e+00,1.012289642000000267e+00
1.504218956749999947e+00,1.014358072000000055e+00
1.504185623416666617e+00,1.012289642000000267e+00
1.504152290083333288e+00,1.012289642000000267e+00
1.504118956750000180e+00,1.012289642000000267e+00
1.504085623416666850e+00,1.014358072000000055e+00
1.504052290083333077e+00,1.012289642000000267e+00
1.504018956749999747e+00,1.012289642000000267e+00
1.503985623416666417e+00,1.012289642000000267e+00
1.503952290083333310e+00,1.006084352000000015e+00
1.503918956749999980e+00,1.012289642000000267e+00
1.503885623416666650e+00,1.014358072000000055e+00
1.503852290083333543e+00,1.012289642000000267e+00
1.503818956750000213e+00,1.008152782000000025e+00
1.503785623416666439e+00,1.010221212000000257e+00
1.503752290083333110e+00,1.010221212000000257e+00
1.503718956749999780e+00,1.012289642000000267e+00
1.503685623416666672e+00,1.012289642000000267e+00
1.503652290083333343e+00,1.014358072000000055e+00
1.503618956750000013e+00,1.012289642000000267e+00
1.503585623416666905e+00,1.012289642000000267e+00
1.503552290083332910e+00,1.012289642000000267e+00
1.503518956749999802e+00,1.014358072000000055e+00
1.503485623416666472e+00,1.012289642000000267e+00
1.503452290083333143e+00,1.012289642000000267e+00
1.503418956750000035e+00,1.003602236000000092e+00
1.503385623416666705e+00,1.012289642000000267e+00
1.503352290083333376e+00,1.014358072000000055e+00
1.503318956750000268e+00,1.012289642000000267e+00
1.503285623416666272e+00,1.012289642000000267e+00
1.503252290083333165e+00,1.008152782000000025e+00
1.503218956749999835e+00,1.006084352000000015e+00
1.503185623416666505e+00,1.014358072000000055e+00
1.503152290083333398e+00,1.006084352000000015e+00
1.503118956750000068e+00,1.006084352000000015e+00
1.503085623416666738e+00,1.006084352000000015e+00
1.503052290083332965e+00,1.006084352000000015e+00
1.503018956749999635e+00,1.014358072000000055e+00
1.502985623416666527e+00,1.012289642000000267e+00
1.502952290083333198e+00,1.012289642000000267e+00
1.502918956749999868e+00,1.010221212000000257e+00
1.502885623416666760e+00,1.006084352000000015e+00
1.502852290083333431e+00,1.012289642000000267e+00
1.502818956750000101e+00,1.014358072000000055e+00
1.502785623416666327e+00,1.012289642000000267e+00
1.502752290083332998e+00,1.012289642000000267e+00
1.502718956749999890e+00,1.012289642000000267e+00
1.502685623416666560e+00,1.010221212000000257e+00
1.502652290083333231e+00,1.008152782000000025e+00
1.502618956750000123e+00,1.012289642000000267e+00
1.502585623416666794e+00,1.012289642000000267e+00
1.502552290083333464e+00,1.012289642000000267e+00
1.502518956749999690e+00,1.010221212000000257e+00
1.502485623416666360e+00,1.014358072000000055e+00
1.502452290083333253e+00,1.012289642000000267e+00
1.502418956749999923e+00,1.012289642000000267e+00
1.502385623416666593e+00,1.010221212000000257e+00
1.502352290083333486e+00,1.014358072000000055e+00
1.502318956750000156e+00,1.012289642000000267e+00
1.502285623416666382e+00,1.012289642000000267e+00
1.502252290083333053e+00,1.008152782000000025e+00
1.502218956749999723e+00,1.006084352000000015e+00
1.502185623416666616e+00,1.006084352000000015e+00
1.502152290083333286e+00,1.014358072000000055e+00
1.502118956749999956e+00,1.012289642000000267e+00
1.502085623416666849e+00,1.012289642000000267e+00
1.502052290083333519e+00,1.014358072000000055e+00
1.502018956749999745e+00,1.006084352000000015e+00
1.501985623416666416e+00,1.003602236000000092e+00
1.501952290083333086e+00,1.006084352000000015e+00
1.501918956749999978e+00,1.006084352000000015e+00
1.501885623416666649e+00,1.006084352000000015e+00
1.501852290083333319e+00,1.006084352000000015e+00
1.501818956750000211e+00,1.014358072000000055e+00
1.501785623416666882e+00,1.006084352000000015e+00
1.501752290083333108e+00,1.012289642000000267e+00
1.501718956749999778e+00,1.010221212000000257e+00
1.501685623416666449e+00,1.003602236000000092e+00
1.501652290083333341e+00,1.012289642000000267e+00
1.501618956750000011e+00,1.012289642000000267e+00
1.501585623416666682e+00,1.010221212000000257e+00
1.501552290083333574e+00,1.006084352000000015e+00
1.501518956749999578e+00,1.008152782000000025e+00
1.501485623416666471e+00,1.010221212000000257e+00
1.501452290083333141e+00,1.006084352000000015e+00
1.501418956749999811e+00,1.014358072000000055e+00
1.501385623416666704e+00,1.012289642000000267e+00
1.501352290083333374e+00,1.006084352000000015e+00
1.501318956750000044e+00,1.006084352000000015e+00
1.501285623416666937e+00,1.010221212000000257e+00
1.501252290083332941e+00,1.012289642000000267e+00
1.501218956749999833e+00,1.006084352000000015e+00
1.501185623416666504e+00,1.006084352000000015e+00
1.501152290083333174e+00,1.006084352000000015e+00
1.501118956750000066e+00,1.012289642000000267e+00
1.501085623416666737e+00,1.008152782000000025e+00
1.501052290083333407e+00,1.010221212000000257e+00
1.501018956749999633e+00,1.006084352000000015e+00
1.500985623416666304e+00,1.008152782000000025e+00
1.500952290083333196e+00,1.006084352000000015e+00
1.500918956749999866e+00,1.006084352000000015e+00
1.500885623416666537e+00,1.006084352000000015e+00
1.500852290083333429e+00,1.006084352000000015e+00
1.500818956750000099e+00,1.010221212000000257e+00
1.500785623416666770e+00,1.006084352000000015e+00
1.500752290083332996e+00,1.003602236000000092e+00
1.500718956749999666e+00,1.006084352000000015e+00
1.500685623416666559e+00,1.006084352000000015e+00
1.500652290083333229e+00,1.006084352000000015e+00
1.500618956749999899e+00,1.003602236000000092e+00
1.500585623416666792e+00,1.006084352000000015e+00
1.500552290083333462e+00,1.006084352000000015e+00
1.500518956750000132e+00,1.012289642000000267e+00
1.500485623416666359e+00,1.008152782000000025e+00
1.500452290083333029e+00,1.012289642000000267e+00
1.500418956749999921e+00,1.010221212000000257e+00
1.500385623416666592e+00,1.006084352000000015e+00
1.500352290083333262e+00,1.006084352000000015e+00
1.500318956750000154e+00,1.012289642000000267e+00
1.500285623416666825e+00,1.008152782000000025e+00
1.500252290083333051e+00,1.012289642000000267e+00
1.500218956749999721e+00,1.008152782000000025e+00
1.500185623416666392e+00,1.006084352000000015e+00
1.500152290083333284e+00,1.006084352000000015e+00
1.500118956749999954e+00,1.003602236000000092e+00
1.500085623416666625e+00,1.006084352000000015e+00
1.500052290083333517e+00,1.006084352000000015e+00
1.500018956750000187e+00,1.006084352000000015e+00
1.499985623416666414e+00,1.003602236000000092e+00
1.499952290083333084e+00,1.006084352000000015e+00
1.499918956749999754e+00,1.008152782000000025e+00
1.499885623416666647e+00,1.006084352000000015e+00
1.499852290083333317e+00,1.003602236000000092e+00
1.499818956749999987e+00,1.003602236000000092e+00
1.499785623416666880e+00,1.006084352000000015e+00
1.499752290083333550e+00,1.003602236000000092e+00
1.499718956749999776e+00,1.008152782000000025e+00
1.499685623416666447e+00,1.006084352000000015e+00
1.499652290083333117e+00,1.006084352000000015e+00
1.499618956750000009e+00,1.003602236000000092e+00
1.499585623416666680e+00,1.006084352000000015e+00
1.499552290083333350e+00,1.006084352000000015e+00
1.499518956750000243e+00,1.003602236000000092e+00
1.499485623416666247e+00,1.006084352000000015e+00
1.499452290083333139e+00,1.003602236000000092e+00
1.499418956749999809e+00,1.006084352000000015e+00
1.499385623416666480e+00,1.012289642000000267e+00
1.499352290083333372e+00,1.006084352000000015e+00
1.499318956750000043e+00,1.003602236000000092e+00
1.499285623416666713e+00,1.006084352000000015e+00
1.499252290083333605e+00,1.006084352000000015e+00
1.499218956749999609e+00,1.003602236000000092e+00
1.499185623416666502e+00,1.003602236000000092e+00
1.499152290083333172e+00,1.006084352000000015e+00
1.499118956749999843e+00,1.003602236000000092e+00
1.499085623416666735e+00,1.006084352000000015e+00
1.499052290083333405e+00,1.003602236000000092e+00
1.499018956750000076e+00,1.006084352000000015e+00
1.498985623416666302e+00,1.003602236000000092e+00
1.498952290083332972e+00,1.006084352000000015e+00
1.498918956749999865e+00,1.006084352000000015e+00
1.498885623416666535e+00,1.006084352000000015e+00
1.498852290083333205e+00,1.006084352000000015e+00
1.498818956750000098e+00,1.003602236000000092e+00
1.498785623416666768e+00,1.010221212000000257e+00
1.498752290083333438e+00,1.006084352000000015e+00
1.498718956749999665e+00,1.008152782000000025e+00
1.498685623416666335e+00,1.006084352000000015e+00
1.498652290083333227e+00,1.003602236000000092e+00
1.498618956749999898e+00,1.008152782000000025e+00
1.498585623416666568e+00,1.006084352000000015e+00
1.498552290083333460e+00,1.003602236000000092e+00
1.498518956750000131e+00,1.006084352000000015e+00
1.498485623416666801e+00,1.006084352000000015e+00
1.498452290083333027e+00,1.006084352000000015e+00
1.498418956749999698e+00,1.006084352000000015e+00
1.498385623416666590e+00,1.003602236000000092e+00
1.498352290083333260e+00,1.006084352000000015e+00
1.498318956749999931e+00,1.006084352000000015e+00
1.498285623416666823e+00,1.003602236000000092e+00
1.498252290083333493e+00,1.006084352000000015e+00
1.498218956749999720e+00,1.003602236000000092e+00
1.498185623416666390e+00,1.006084352000000015e+00
1.498152290083333060e+00,1.006084352000000015e+00
1.498118956749999953e+00,1.006084352000000015e+00
1.498085623416666623e+00,1.006084352000000015e+00
1.498052290083333293e+00,1.006084352000000015e+00
1.498018956750000186e+00,1.006084352000000015e+00
1.497985623416666856e+00,1.003602236000000092e+00
1.497952290083333082e+00,1.003602236000000092e+00
1.497918956749999753e+00,1.003602236000000092e+00
1.497885623416666423e+00,1.006084352000000015e+00
1.497852290083333315e+00,1.003602236000000092e+00
1.497818956749999986e+00,1.003602236000000092e+00
1.497785623416666656e+00,1.006084352000000015e+00
1.497752290083333548e+00,1.003602236000000092e+00
1.497718956750000219e+00,1.010221212000000257e+00
1.497685623416666445e+00,1.010221212000000257e+00
1.497652290083333115e+00,1.012289642000000267e+00
1.497618956749999786e+00,1.006084352000000015e+00
1.497585623416666678e+00,1.006084352000000015e+00
1.497552290083333348e+00,1.008152782000000025e+00
1.497518956750000019e+00,1.003602236000000092e+00
1.497485623416666911e+00,1.003602236000000092e+00
1.497452290083332915e+00,1.006084352000000015e+00
1.497418956749999808e+00,1.006084352000000015e+00
1.497385623416666478e+00,1.003602236000000092e+00
1.497352290083333148e+00,1.003602236000000092e+00
1.497318956750000041e+00,1.006084352000000015e+00
1.497285623416666711e+00,1.003602236000000092e+00
1.497252290083333381e+00,1.006084352000000015e+00
1.497218956750000274e+00,1.012289642000000267e+00
1.497185623416666278e+00,1.006084352000000015e+00
1.497152290083333170e+00,1.006084352000000015e+00
1.497118956749999841e+00,1.006084352000000015e+00
1.497085623416666511e+00,1.006084352000000015e+00
1.497052290083333403e+00,1.006084352000000015e+00
1.497018956750000074e+00,1.001533806000000082e+00
1.496985623416666744e+00,1.006084352000000015e+00
1.496952290083332970e+00,1.003602236000000092e+00
1.496918956749999641e+00,1.003602236000000092e+00
1.496885623416666533e+00,1.006084352000000015e+00
1.496852290083333203e+00,9.973969460000001730e-01
1.496818956749999874e+00,1.003602236000000092e+00
1.496785623416666766e+00,1.001533806000000082e+00
1.496752290083333436e+00,1.006084352000000015e+00
1.496718956750000107e+00,1.006084352000000015e+00
1.496685623416666333e+00,1.003602236000000092e+00
1.496652290083333003e+00,1.003602236000000092e+00
1.496618956749999896e+00,9.994653760000000720e-01
1.496585623416666566e+00,1.006084352000000015e+00
1.496552290083333236e+00,1.006084352000000015e+00
1.496518956750000129e+00,1.003602236000000092e+00
1.496485623416666799e+00,1.003602236000000092e+00
1.496452290083333470e+00,1.003602236000000092e+00
1.496418956749999696e+00,1.006084352000000015e+00
1.496385623416666366e+00,1.006084352000000015e+00
1.496352290083333259e+00,1.003602236000000092e+00
1.496318956749999929e+00,1.006084352000000015e+00
1.496285623416666599e+00,9.973969460000001730e-01
1.496252290083333492e+00,1.006084352000000015e+00
1.496218956750000162e+00,1.006084352000000015e+00
1.496185623416666388e+00,1.003602236000000092e+00
1.496152290083333058e+00,1.006084352000000015e+00
1.496118956749999729e+00,1.001533806000000082e+00
1.496085623416666621e+00,1.003602236000000092e+00
1.496052290083333292e+00,9.994653760000000720e-01
1.496018956749999962e+00,1.001533806000000082e+00
1.495985623416666854e+00,1.006084352000000015e+00
1.495952290083333525e+00,1.003602236000000092e+00
1.495918956749999751e+00,1.006084352000000015e+00
1.495885623416666421e+00,1.006084352000000015e+00
1.495852290083333092e+00,1.003602236000000092e+00
1.495818956749999984e+00,1.003602236000000092e+00
1.495785623416666654e+00,1.003602236000000092e+00
1.495752290083333325e+00,1.003602236000000092e+00
1.495718956750000217e+00,1.003602236000000092e+00
1.495685623416666887e+00,1.001533806000000082e+00
1.495652290083333114e+00,1.006084352000000015e+00
1.495618956749999784e+00,9.994653760000000720e-01
1.495585623416666454e+00,1.001533806000000082e+00
1.495552290083333347e+00,1.006084352000000015e+00
1.495518956750000017e+00,9.973969460000001730e-01
1.495485623416666687e+00,1.006084352000000015e+00
1.495452290083333580e+00,1.003602236000000092e+00
1.495418956749999584e+00,1.003602236000000092e+00
1.495385623416666476e+00,1.003602236000000092e+00
1.495352290083333147e+00,1.003602236000000092e+00
1.495318956749999817e+00,1.006084352000000015e+00
1.495285623416666709e+00,9.994653760000000720e-01
1.495252290083333380e+00,1.006084352000000015e+00
1.495218956750000050e+00,1.003602236000000092e+00
1.495185623416666942e+00,1.006084352000000015e+00
1.495152290083332947e+00,1.006084352000000015e+00
1.495118956749999839e+00,1.006084352000000015e+00
1.495085623416666509e+00,1.003602236000000092e+00
1.495052290083333180e+00,9.994653760000000720e-01
1.495018956750000072e+00,1.003602236000000092e+00
1.494985623416666742e+00,1.006084352000000015e+00
1.494952290083333413e+00,1.006084352000000015e+00
1.494918956749999639e+00,1.003602236000000092e+00
1.494885623416666309e+00,1.001533806000000082e+00
1.494852290083333202e+00,1.006084352000000015e+00
1.494818956749999872e+00,9.994653760000000720e-01
1.494785623416666542e+00,1.006084352000000015e+00
1.494752290083333435e+00,9.994653760000000720e-01
1.494718956750000105e+00,1.003602236000000092e+00
1.494685623416666775e+00,1.003602236000000092e+00
1.494652290083333002e+00,1.006084352000000015e+00
1.494618956749999672e+00,1.003602236000000092e+00
1.494585623416666564e+00,1.003602236000000092e+00
1.494552290083333235e+00,1.006084352000000015e+00
1.494518956749999905e+00,9.973969460000001730e-01
1.494485623416666797e+00,9.973969460000001730e-01
1.494452290083333468e+00,1.003602236000000092e+00
1.494418956750000138e+00,9.973969460000001730e-01
1.494385623416666364e+00,9.973969460000001730e-01
1.494352290083333035e+00,1.006084352000000015e+00
1.494318956749999927e+00,9.973969460000001730e-01
1.494285623416666597e+00,1.003602236000000092e+00
1.494252290083333268e+00,1.006084352000000015e+00
1.494218956750000160e+00,1.003602236000000092e+00
1.494185623416666830e+00,1.003602236000000092e+00
1.494152290083333057e+00,1.006084352000000015e+00
1.494118956749999727e+00,9.973969460000001730e-01
1.494085623416666397e+00,1.003602236000000092e+00
1.494052290083333290e+00,9.994653760000000720e-01
1.494018956749999960e+00,9.973969460000001730e-01
1.493985623416666630e+00,1.003602236000000092e+00
1.493952290083333523e+00,9.973969460000001730e-01
1.493918956750000193e+00,1.003602236000000092e+00
1.493885623416666419e+00,9.973969460000001730e-01
1.493852290083333090e+00,1.003602236000000092e+00
1.493818956749999760e+00,1.003602236000000092e+00
1.493785623416666652e+00,9.973969460000001730e-01
1.493752290083333323e+00,9.973969460000001730e-01
1.493718956749999993e+00,9.994653760000000720e-01
1.493685623416666886e+00,1.003602236000000092e+00
1.493652290083332890e+00,9.973969460000001730e-01
1.493618956749999782e+00,1.006084352000000015e+00
1.493585623416666452e+00,1.006084352000000015e+00
1.493552290083333123e+00,1.001533806000000082e+00
1.493518956750000015e+00,1.001533806000000082e+00
1.493485623416666686e+00,1.003602236000000092e+00
1.493452290083333356e+00,9.973969460000001730e-01
1.493418956750000248e+00,9.973969460000001730e-01
1.493385623416666252e+00,1.003602236000000092e+00
1.493352290083333145e+00,9.973969460000001730e-01
1.493318956749999815e+00,9.953285160000001630e-01
1.493285623416666485e+00,1.001533806000000082e+00
1.493252290083333378e+00,9.953285160000001630e-01
1.493218956750000048e+00,9.973969460000001730e-01
1.493185623416666719e+00,9.973969460000001730e-01
1.493152290083333611e+00,1.003602236000000092e+00
1.493118956749999615e+00,9.994653760000000720e-01
1.493085623416666508e+00,1.003602236000000092e+00
1.493052290083333178e+00,9.973969460000001730e-01
1.493018956749999848e+00,9.973969460000001730e-01
1.492985623416666741e+00,1.003602236000000092e+00
1.492952290083333411e+00,9.994653760000000720e-01
1.492918956750000081e+00,1.003602236000000092e+00
1.492885623416666308e+00,9.973969460000001730e-01
1.492852290083332978e+00,9.953285160000001630e-01
1.492818956749999870e+00,1.003602236000000092e+00
1.492785623416666541e+00,9.953285160000001630e-01
1.492752290083333211e+00,9.973969460000001730e-01
1.492718956750000103e+00,9.973969460000001730e-01
1.492685623416666774e+00,9.973969460000001730e-01
1.492652290083333444e+00,9.973969460000001730e-01
1.492618956749999670e+00,9.973969460000001730e-01
1.492585623416666341e+00,9.994653760000000720e-01
1.492552290083333233e+00,9.973969460000001730e-01
1.492518956749999903e+00,1.003602236000000092e+00
1.492485623416666574e+00,1.006084352000000015e+00
1.492452290083333466e+00,1.003602236000000092e+00
1.492418956750000136e+00,9.994653760000000720e-01
1.492385623416666807e+00,1.003602236000000092e+00
1.492352290083333033e+00,1.003602236000000092e+00
1.492318956749999703e+00,9.973969460000001730e-01
1.492285623416666596e+00,9.973969460000001730e-01
1.492252290083333266e+00,9.994653760000000720e-01
1.492218956749999936e+00,9.973969460000001730e-01
1.492185623416666829e+00,9.973969460000001730e-01
1.492152290083333499e+00,9.973969460000001730e-01
1.492118956749999725e+00,1.001533806000000082e+00
1.492085623416666396e+00,9.994653760000000720e-01
1.492052290083333066e+00,1.003602236000000092e+00
1.492018956749999958e+00,9.994653760000000720e-01
1.491985623416666629e+00,9.973969460000001730e-01
1.491952290083333299e+00,9.973969460000001730e-01
1.491918956750000191e+00,9.973969460000001730e-01
1.491885623416666862e+00,9.973969460000001730e-01
1.491852290083333088e+00,1.006084352000000015e+00
1.491818956749999758e+00,1.003602236000000092e+00
1.491785623416666429e+00,9.973969460000001730e-01
1.491752290083333321e+00,9.994653760000000720e-01
1.491718956749999991e+00,1.003602236000000092e+00
1.491685623416666662e+00,9.973969460000001730e-01
1.491652290083333554e+00,9.973969460000001730e-01
1.491618956749999558e+00,9.973969460000001730e-01
1.491585623416666451e+00,9.973969460000001730e-01
1.491552290083333121e+00,9.973969460000001730e-01
1.491518956749999791e+00,9.973969460000001730e-01
1.491485623416666684e+00,1.003602236000000092e+00
1.491452290083333354e+00,9.973969460000001730e-01
1.491418956750000024e+00,9.953285160000001630e-01
1.491385623416666917e+00,9.973969460000001730e-01
1.491352290083332921e+00,9.973969460000001730e-01
1.491318956749999813e+00,9.994653760000000720e-01
1.491285623416666484e+00,9.973969460000001730e-01
1.491252290083333154e+00,9.953285160000001630e-01
1.491218956750000046e+00,1.001533806000000082e+00
1.491185623416666717e+00,9.994653760000000720e-01
1.491152290083333387e+00,9.973969460000001730e-01
1.491118956750000279e+00,9.973969460000001730e-01
1.491085623416666284e+00,9.973969460000001730e-01
1.491052290083333176e+00,9.953285160000001630e-01
1.491018956749999846e+00,9.973969460000001730e-01
1.490985623416666517e+00,1.001533806000000082e+00
1.490952290083333409e+00,1.003602236000000092e+00
1.490918956750000079e+00,9.973969460000001730e-01
1.490885623416666750e+00,9.973969460000001730e-01
1.490852290083332976e+00,9.953285160000001630e-01
1.490818956749999646e+00,1.001533806000000082e+00
1.490785623416666539e+00,9.973969460000001730e-01
1.490752290083333209e+00,9.973969460000001730e-01
1.490718956749999879e+00,9.973969460000001730e-01
1.490685623416666772e+00,9.953285160000001630e-01
1.490652290083333442e+00,9.973969460000001730e-01
1.490618956750000113e+00,9.953285160000001630e-01
1.490585623416666339e+00,9.973969460000001730e-01
1.490552290083333009e+00,9.973969460000001730e-01
1.490518956749999901e+00,9.973969460000001730e-01
1.490485623416666572e+00,9.973969460000001730e-01
1.490452290083333242e+00,9.973969460000001730e-01
1.490418956750000135e+00,9.973969460000001730e-01
1.490385623416666805e+00,9.953285160000001630e-01
1.490352290083333475e+00,1.003602236000000092e+00
1.490318956749999701e+00,9.953285160000001630e-01
1.490285623416666372e+00,1.001533806000000082e+00
1.490252290083333264e+00,9.994653760000000720e-01
1.490218956749999935e+00,9.953285160000001630e-01
1.490185623416666605e+00,9.973969460000001730e-01
1.490152290083333497e+00,9.973969460000001730e-01
1.490118956750000168e+00,9.994653760000000720e-01
1.490085623416666394e+00,9.973969460000001730e-01
1.490052290083333064e+00,9.973969460000001730e-01
1.490018956749999735e+00,9.973969460000001730e-01
1.489985623416666627e+00,9.973969460000001730e-01
1.489952290083333297e+00,9.953285160000001630e-01
1.489918956749999968e+00,9.953285160000001630e-01
1.489885623416666860e+00,9.973969460000001730e-01
1.489852290083333530e+00,9.973969460000001730e-01
1.489818956749999757e+00,9.973969460000001730e-01
1.489785623416666427e+00,9.973969460000001730e-01
1.489752290083333097e+00,9.994653760000000720e-01
1.489718956749999990e+00,9.973969460000001730e-01
1.489685623416666660e+00,9.973969460000001730e-01
1.489652290083333330e+00,9.953285160000001630e-01
1.489618956750000223e+00,9.973969460000001730e-01
1.489585623416666227e+00,9.953285160000001630e-01
1.489552290083333119e+00,9.973969460000001730e-01
1.489518956749999790e+00,9.973969460000001730e-01
1.489485623416666460e+00,9.973969460000001730e-01
1.489452290083333352e+00,9.973969460000001730e-01
1.489418956750000023e+00,9.953285160000001630e-01
1.489385623416666693e+00,9.973969460000001730e-01
1.489352290083333585e+00,9.973969460000001730e-01
1.489318956749999590e+00,9.973969460000001730e-01
1.489285623416666482e+00,9.973969460000001730e-01
1.489252290083333152e+00,9.953285160000001630e-01
1.489218956749999823e+00,9.953285160000001630e-01
1.489185623416666715e+00,9.973969460000001730e-01
1.489152290083333385e+00,9.953285160000001630e-01
1.489118956750000056e+00,9.973969460000001730e-01
1.489085623416666948e+00,9.953285160000001630e-01
1.489052290083332952e+00,9.953285160000001630e-01
1.489018956749999845e+00,9.973969460000001730e-01
1.488985623416666515e+00,9.973969460000001730e-01
1.488952290083333185e+00,9.973969460000001730e-01
1.488918956750000078e+00,9.953285160000001630e-01
1.488885623416666748e+00,9.973969460000001730e-01
1.488852290083333418e+00,9.973969460000001730e-01
1.488818956749999645e+00,9.953285160000001630e-01
1.488785623416666315e+00,9.953285160000001630e-01
1.488752290083333207e+00,9.973969460000001730e-01
1.488718956749999878e+00,9.953285160000001630e-01
1.488685623416666548e+00,9.994653760000000720e-01
1.488652290083333440e+00,9.973969460000001730e-01
1.488618956750000111e+00,9.973969460000001730e-01
1.488585623416666781e+00,1.001533806000000082e+00
1.488552290083333007e+00,9.953285160000001630e-01
1.488518956749999678e+00,9.973969460000001730e-01
1.488485623416666570e+00,9.891232260000001331e-01
1.488452290083333240e+00,9.973969460000001730e-01
1.488418956749999911e+00,9.953285160000001630e-01
1.488385623416666803e+00,9.953285160000001630e-01
1.488352290083333473e+00,9.973969460000001730e-01
1.488318956750000144e+00,9.973969460000001730e-01
1.488285623416666370e+00,9.973969460000001730e-01
1.488252290083333040e+00,9.973969460000001730e-01
1.488218956749999933e+00,9.953285160000001630e-01
1.488185623416666603e+00,9.953285160000001630e-01
1.488152290083333273e+00,9.973969460000001730e-01
1.488118956750000166e+00,9.953285160000001630e-01
1.488085623416666836e+00,9.932600860000000420e-01
1.488052290083333062e+00,9.973969460000001730e-01
1.488018956749999733e+00,9.973969460000001730e-01
1.487985623416666403e+00,9.953285160000001630e-01
1.487952290083333295e+00,9.953285160000001630e-01
1.487918956749999966e+00,9.973969460000001730e-01
1.487885623416666636e+00,9.891232260000001331e-01
1.487852290083333529e+00,9.973969460000001730e-01
1.487818956750000199e+00,9.973969460000001730e-01
1.487785623416666425e+00,9.973969460000001730e-01
1.487752290083333095e+00,9.973969460000001730e-01
1.487718956749999766e+00,9.953285160000001630e-01
1.487685623416666658e+00,9.973969460000001730e-01
1.487652290083333328e+00,9.891232260000001331e-01
1.487618956749999999e+00,9.953285160000001630e-01
1.487585623416666891e+00,9.973969460000001730e-01
1.487552290083332895e+00,9.953285160000001630e-01
1.487518956749999788e+00,9.973969460000001730e-01
1.487485623416666458e+00,9.973969460000001730e-01
1.487452290083333128e+00,9.973969460000001730e-01
1.487418956750000021e+00,9.973969460000001730e-01
1.487385623416666691e+00,9.953285160000001630e-01
1.487352290083333362e+00,9.973969460000001730e-01
1.487318956750000254e+00,9.953285160000001630e-01
1.487285623416666258e+00,9.953285160000001630e-01
1.487252290083333151e+00,9.973969460000001730e-01
