# Volume [mL],Pressure [Bar]
7.077317166666666215e-03,-4.136850000000000249e-02
7.110650500000000214e-03,1.516844999999999999e-02
7.143983833333333346e-03,-1.930530000000000093e-02
7.177317166666666477e-03,-1.930530000000000093e-02
7.210650499999999609e-03,-9.790545000000000497e-02
7.243983833333332741e-03,-1.930530000000000093e-02
7.277317166666665872e-03,-2.620005000000000250e-02
7.310650499999999871e-03,4.412640000000000312e-02
7.343983833333333003e-03,-2.620005000000000250e-02
7.377317166666666134e-03,-6.205275000000000374e-02
7.410650499999999266e-03,-1.116949500000000151e-01
7.443983833333332398e-03,-2.620005000000000250e-02
7.477317166666665529e-03,-8.273700000000000498e-02
7.510650500000000396e-03,-8.273700000000000498e-02
7.543983833333333527e-03,-5.515800000000000390e-03
7.577317166666666659e-03,-3.447375000000000439e-02
7.610650499999999791e-03,-9.101070000000001381e-02
7.643983833333332922e-03,-2.620005000000000250e-02
7.677317166666666921e-03,2.206320000000000156e-02
7.710650500000000053e-03,8.273700000000000152e-03
7.743983833333333185e-03,-9.790545000000000497e-02
7.777317166666666316e-03,-9.101070000000001381e-02
7.810650499999999448e-03,1.516844999999999999e-02
7.843983833333331712e-03,2.206320000000000156e-02
7.877317166666666579e-03,-1.241054999999999936e-02
7.910650499999999710e-03,-1.930530000000000093e-02
7.943983833333332842e-03,-4.136850000000000249e-02
7.977317166666665973e-03,-6.894750000000000878e-02
8.010650499999999105e-03,-9.101070000000001381e-02
8.043983833333332237e-03,-2.620005000000000250e-02
8.077317166666667103e-03,-3.447375000000000439e-02
8.110650500000000235e-03,-6.894750000000000878e-02
8.143983833333333366e-03,1.516844999999999999e-02
8.177317166666666498e-03,2.206320000000000156e-02
8.210650499999999630e-03,-5.515800000000000390e-03
8.243983833333332761e-03,-1.241054999999999936e-02
8.277317166666665893e-03,-1.241054999999999936e-02
8.310650499999999025e-03,-4.136850000000000249e-02
8.343983833333332156e-03,3.033689999999999998e-02
8.377317166666665288e-03,-9.790545000000000497e-02
8.410650499999998420e-03,-8.273700000000000498e-02
8.443983833333333286e-03,3.723165000000000502e-02
8.477317166666666418e-03,-1.241054999999999936e-02
8.510650499999999549e-03,1.516844999999999999e-02
8.543983833333332681e-03,-1.930530000000000093e-02
8.577317166666665813e-03,-1.254844499999999974e-01
8.610650499999998944e-03,-2.620005000000000250e-02
8.643983833333333811e-03,-9.101070000000001381e-02
8.677317166666666942e-03,1.516844999999999999e-02
8.710650500000000074e-03,3.723165000000000502e-02
8.743983833333333205e-03,-5.515800000000000564e-02
8.777317166666666337e-03,-4.136850000000000249e-02
8.810650499999999469e-03,-1.930530000000000093e-02
8.843983833333332600e-03,-4.826325000000000753e-02
8.877317166666665732e-03,2.206320000000000156e-02
8.910650499999998864e-03,-5.515800000000000390e-03
8.943983833333331995e-03,-7.584225000000001382e-02
8.977317166666665127e-03,-1.254844499999999974e-01
9.010650499999999993e-03,-9.101070000000001381e-02
9.043983833333333125e-03,-9.790545000000000497e-02
9.077317166666666257e-03,2.206320000000000156e-02
9.110650499999999388e-03,-3.447375000000000439e-02
