# Volume [mL],Pressure [Bar]
2.386085602416666340e+00,1.149906405000000120e+01
2.386052269083333233e+00,1.151285355000000088e+01
2.386018935750000125e+00,1.151974829999999983e+01
2.385985602416666573e+00,1.151974829999999983e+01
2.385952269083333466e+00,1.144252710000000128e+01
2.385918935749999470e+00,1.154043255000000023e+01
2.385885602416666362e+00,1.152664305000000056e+01
2.385852269083333255e+00,1.151285355000000088e+01
2.385818935749999703e+00,1.152664305000000056e+01
2.385785602416666595e+00,1.151285355000000088e+01
2.385752269083333488e+00,1.144252710000000128e+01
2.385718935749999936e+00,1.145631660000000096e+01
2.385685602416666384e+00,1.151285355000000088e+01
2.385652269083332833e+00,1.148389560000000031e+01
2.385618935749999725e+00,1.150595880000000015e+01
2.385585602416666617e+00,1.147010610000000064e+01
2.385552269083333066e+00,1.149906405000000120e+01
2.385518935749999958e+00,1.142046390000000144e+01
2.385485602416666850e+00,1.148389560000000031e+01
2.385452269083333299e+00,1.143425340000000112e+01
2.385418935749999747e+00,1.150595880000000015e+01
2.385385602416666195e+00,1.156939050000000258e+01
2.385352269083333088e+00,1.154043255000000023e+01
2.385318935749999980e+00,1.154732730000000096e+01
2.385285602416666428e+00,1.152664305000000056e+01
2.385252269083333321e+00,1.144942185000000201e+01
2.385218935750000213e+00,1.149079035000000104e+01
2.385185602416666661e+00,1.142046390000000144e+01
2.385152269083333110e+00,1.144942185000000201e+01
2.385118935749999558e+00,1.145631660000000096e+01
2.385085602416666450e+00,1.150595880000000015e+01
2.385052269083333343e+00,1.145631660000000096e+01
2.385018935749999791e+00,1.151974829999999983e+01
2.384985602416666683e+00,1.154043255000000023e+01
2.384952269083333576e+00,1.154732730000000096e+01
2.384918935749999580e+00,1.148389560000000031e+01
2.384885602416666472e+00,1.150595880000000015e+01
2.384852269083332921e+00,1.154732730000000096e+01
2.384818935749999813e+00,1.143425340000000112e+01
2.384785602416666705e+00,1.149079035000000104e+01
2.384752269083333154e+00,1.147010610000000064e+01
2.384718935750000046e+00,1.150595880000000015e+01
2.384685602416666939e+00,1.151974829999999983e+01
2.384652269083332943e+00,1.143425340000000112e+01
2.384618935749999835e+00,1.149906405000000120e+01
2.384585602416666283e+00,1.149079035000000104e+01
2.384552269083333176e+00,1.151974829999999983e+01
2.384518935750000068e+00,1.151285355000000088e+01
2.384485602416666516e+00,1.144942185000000201e+01
2.384452269083333409e+00,1.148389560000000031e+01
2.384418935749999413e+00,1.144252710000000128e+01
