# Volume (mL), Pressure (Bar)
5.918026531399529257e-03,-3.723174000000000101e-03
5.951359864732863256e-03,-3.723174000000000101e-03
5.984693198066196387e-03,-3.723174000000000101e-03
6.018026531399529519e-03,-3.723174000000000101e-03
6.051359864732863518e-03,-3.723174000000000101e-03
6.084693198066196650e-03,-3.723174000000000101e-03
6.118026531399529781e-03,-3.723174000000000101e-03
6.151359864732862913e-03,-3.723174000000000101e-03
6.184693198066196045e-03,-3.723174000000000101e-03
6.218026531399529176e-03,-3.723174000000000101e-03
6.251359864732863175e-03,-3.723174000000000101e-03
6.284693198066196307e-03,-3.723174000000000101e-03
5.430509153556599758e-03,-1.654744000000000310e-03
6.351359864732863438e-03,-3.723174000000000101e-03
3.722877653656692879e-03,2.482116000000000357e-03
3.756210986990026011e-03,2.482116000000000357e-03
5.563842486889933152e-03,-1.654744000000000310e-03
3.822877653656692274e-03,2.482116000000000357e-03
5.630509153556599415e-03,-1.654744000000000310e-03
5.663842486889933414e-03,-1.654744000000000310e-03
6.584693198066196226e-03,-3.723174000000000101e-03
6.618026531399529358e-03,-3.723174000000000101e-03
6.651359864732863357e-03,-3.723174000000000101e-03
6.684693198066196489e-03,-3.723174000000000101e-03
4.943237371657904604e-03,4.136860000000000775e-04
6.751359864732862752e-03,-3.723174000000000101e-03
6.784693198066195884e-03,-3.723174000000000101e-03
5.043237371657904866e-03,4.136860000000000775e-04
4.189544320323359758e-03,2.482116000000000357e-03
6.884693198066196146e-03,-3.723174000000000101e-03
6.918026531399529278e-03,-3.723174000000000101e-03
4.289544320323359153e-03,2.482116000000000357e-03
6.984693198066196408e-03,-3.723174000000000101e-03
7.905789704136887558e-03,-5.791604000000000543e-03
7.051359864732862671e-03,-3.723174000000000101e-03
4.422877653656691679e-03,2.482116000000000357e-03
6.230509153556599254e-03,-1.654744000000000310e-03
6.263842486889934121e-03,-1.654744000000000310e-03
4.522877653656692809e-03,2.482116000000000357e-03
7.218026531399530064e-03,-3.723174000000000101e-03
8.139123037470221214e-03,-5.791604000000000543e-03
7.284693198066196328e-03,-3.723174000000000101e-03
6.430509153556599779e-03,-1.654744000000000310e-03
7.351359864732863458e-03,-3.723174000000000101e-03
5.609904038324571574e-03,4.136860000000000775e-04
7.418026531399529722e-03,-3.723174000000000101e-03
8.339123037470221739e-03,-5.791604000000000543e-03
7.484693198066195985e-03,-3.723174000000000101e-03
5.743237371657904100e-03,4.136860000000000775e-04
4.889544320323358992e-03,2.482116000000000357e-03
4.922877653656692123e-03,2.482116000000000357e-03
7.618026531399529379e-03,-3.723174000000000101e-03
6.763842486889932830e-03,-1.654744000000000310e-03
7.684693198066195642e-03,-3.723174000000000101e-03
8.605789704136888527e-03,-5.791604000000000543e-03
7.751359864732863640e-03,-3.723174000000000101e-03
8.672456370803554790e-03,-5.791604000000000543e-03
7.818026531399530771e-03,-3.723174000000000101e-03
5.189544320323358911e-03,2.482116000000000357e-03
7.884693198066197034e-03,-3.723174000000000101e-03
9.693798870955925434e-03,-7.860034000000000118e-03
4.402763134409373898e-03,4.550545999999999931e-03
7.984693198066196429e-03,-3.723174000000000101e-03
8.018026531399529561e-03,-3.723174000000000101e-03
8.051359864732862692e-03,-3.723174000000000101e-03
7.197175820223266143e-03,-1.654744000000000310e-03
8.118026531399528956e-03,-3.723174000000000101e-03
8.151359864732862087e-03,-3.723174000000000101e-03
8.184693198066195219e-03,-3.723174000000000101e-03
8.218026531399528350e-03,-3.723174000000000101e-03
