# Volume (mL), Pressure (Bar)
1.058809674999999957e-02,4.136860000000000775e-04
1.062143008333333444e-02,2.482116000000000357e-03
1.065476341666666583e-02,-3.723174000000000101e-03
1.068809675000000070e-02,4.550545999999999931e-03
1.072143008333333210e-02,-5.791604000000000543e-03
1.075476341666666696e-02,-3.723174000000000101e-03
1.078809674999999836e-02,-3.723174000000000101e-03
1.082143008333333323e-02,2.482116000000000357e-03
1.085476341666666636e-02,-1.654744000000000310e-03
1.088809674999999949e-02,-3.723174000000000101e-03
1.092143008333333262e-02,-1.654744000000000310e-03
1.095476341666666575e-02,2.482116000000000357e-03
1.098809674999999889e-02,-3.723174000000000101e-03
1.102143008333333375e-02,4.136860000000000775e-04
1.105476341666666515e-02,-3.723174000000000101e-03
1.108809675000000002e-02,2.482116000000000357e-03
1.112143008333333141e-02,-3.723174000000000101e-03
1.115476341666666628e-02,-3.723174000000000101e-03
1.118809675000000114e-02,-3.723174000000000101e-03
1.122143008333333254e-02,-3.723174000000000101e-03
1.125476341666666741e-02,-3.723174000000000101e-03
1.128809674999999881e-02,-3.723174000000000101e-03
1.132143008333333367e-02,2.482116000000000357e-03
1.135476341666666507e-02,2.482116000000000357e-03
1.138809674999999993e-02,-3.723174000000000101e-03
1.142143008333333307e-02,-3.723174000000000101e-03
1.145476341666666620e-02,4.550545999999999931e-03
1.148809674999999933e-02,-1.654744000000000310e-03
1.152143008333333246e-02,-1.654744000000000310e-03
1.155476341666666559e-02,2.482116000000000357e-03
1.158809675000000046e-02,-3.723174000000000101e-03
1.162143008333333186e-02,-3.723174000000000101e-03
1.165476341666666672e-02,-1.654744000000000310e-03
1.168809674999999812e-02,-3.723174000000000101e-03
1.172143008333333299e-02,-3.723174000000000101e-03
1.175476341666666438e-02,4.136860000000000775e-04
1.178809674999999925e-02,-3.723174000000000101e-03
1.182143008333333412e-02,2.482116000000000357e-03
1.185476341666666551e-02,-3.723174000000000101e-03
1.188809675000000038e-02,2.482116000000000357e-03
1.192143008333333178e-02,2.482116000000000357e-03
1.195476341666666664e-02,4.136860000000000775e-04
1.198809674999999977e-02,-3.723174000000000101e-03
1.202143008333333291e-02,-3.723174000000000101e-03
1.205476341666666604e-02,-3.723174000000000101e-03
1.208809674999999917e-02,4.136860000000000775e-04
1.212143008333333230e-02,-3.723174000000000101e-03
1.215476341666666717e-02,4.550545999999999931e-03
1.218809674999999856e-02,2.482116000000000357e-03
1.222143008333333343e-02,4.550545999999999931e-03
1.225476341666666483e-02,-1.654744000000000310e-03
1.228809674999999969e-02,-3.723174000000000101e-03
1.232143008333333109e-02,2.482116000000000357e-03
1.235476341666666596e-02,-3.723174000000000101e-03
1.238809675000000082e-02,4.136860000000000775e-04
1.242143008333333222e-02,-3.723174000000000101e-03
1.245476341666666709e-02,-3.723174000000000101e-03
1.248809674999999848e-02,4.550545999999999931e-03
