# Volume (mL), Pressure (Bar)
1.601099366653095046e+00,2.355114397999999998e+00
1.598982592741835962e+00,2.361319688000000472e+00
1.601032699986428387e+00,2.355114397999999998e+00
1.600999366653094391e+00,2.355114397999999998e+00
1.600966033319761284e+00,2.355114397999999998e+00
1.600238101829729143e+00,2.357182828000000452e+00
1.600899366653094624e+00,2.355114397999999998e+00
1.598782592741835984e+00,2.361319688000000472e+00
1.600832699986428409e+00,2.355114397999999998e+00
1.600799366653094857e+00,2.355114397999999998e+00
1.597988348356721433e+00,2.363388118000000482e+00
1.598649259408502221e+00,2.361319688000000472e+00
1.600699366653094646e+00,2.355114397999999998e+00
1.597888348356721222e+00,2.363388118000000482e+00
1.600632699986427987e+00,2.355114397999999998e+00
1.600599366653094879e+00,2.355114397999999998e+00
1.597788348356721455e+00,2.363388118000000482e+00
1.597755015023387903e+00,2.363388118000000482e+00
1.599110288323860818e+00,2.359251258000000462e+00
1.597688348356720800e+00,2.363388118000000482e+00
1.599738101829728976e+00,2.357182828000000452e+00
1.599704768496395868e+00,2.357182828000000452e+00
1.597588348356721033e+00,2.363388118000000482e+00
1.598943621657193948e+00,2.359251258000000462e+00
1.598215926075169602e+00,2.361319688000000472e+00
1.597488348356721266e+00,2.363388118000000482e+00
1.597455015023387714e+00,2.363388118000000482e+00
1.598810288323860185e+00,2.359251258000000462e+00
1.598776954990527077e+00,2.359251258000000462e+00
1.599438101829729231e+00,2.357182828000000452e+00
1.597321681690054396e+00,2.363388118000000482e+00
1.597288348356721288e+00,2.363388118000000482e+00
1.597949259408502964e+00,2.361319688000000472e+00
1.597221681690054629e+00,2.363388118000000482e+00
1.597882592741835861e+00,2.361319688000000472e+00
1.599932699986427842e+00,2.355114397999999998e+00
1.597121681690054418e+00,2.363388118000000482e+00
1.598476954990527332e+00,2.359251258000000462e+00
1.597055015023387758e+00,2.363388118000000482e+00
1.599104768496395934e+00,2.357182828000000452e+00
1.599071435163062826e+00,2.357182828000000452e+00
1.596955015023387991e+00,2.363388118000000482e+00
1.597615926075169224e+00,2.361319688000000472e+00
1.597582592741835672e+00,2.361319688000000472e+00
1.598938101829729064e+00,2.357182828000000452e+00
1.597515926075169457e+00,2.361319688000000472e+00
1.596788348356721121e+00,2.363388118000000482e+00
1.596755015023388014e+00,2.363388118000000482e+00
1.598110288323860928e+00,2.359251258000000462e+00
1.599466033319761227e+00,2.355114397999999998e+00
1.596655015023387802e+00,2.363388118000000482e+00
1.599399366653094567e+00,2.355114397999999998e+00
1.598671435163062426e+00,2.357182828000000452e+00
1.597943621657194058e+00,2.359251258000000462e+00
1.597215926075169268e+00,2.361319688000000472e+00
1.596488348356721376e+00,2.363388118000000482e+00
1.597843621657194291e+00,2.359251258000000462e+00
1.599199366653094589e+00,2.355114397999999998e+00
1.597082592741835949e+00,2.361319688000000472e+00
1.596355015023387613e+00,2.363388118000000482e+00
1.597015926075169290e+00,2.361319688000000472e+00
1.596288348356721398e+00,2.363388118000000482e+00
1.596255015023387847e+00,2.363388118000000482e+00
1.598304768496396022e+00,2.357182828000000452e+00
1.596882592741835527e+00,2.361319688000000472e+00
1.598238101829728919e+00,2.357182828000000452e+00
1.596815926075169312e+00,2.361319688000000472e+00
1.596782592741835760e+00,2.361319688000000472e+00
1.596749259408502652e+00,2.361319688000000472e+00
1.596715926075169545e+00,2.361319688000000472e+00
1.598071435163062493e+00,2.357182828000000452e+00
1.595955015023388102e+00,2.363388118000000482e+00
1.595921681690054106e+00,2.363388118000000482e+00
1.598666033319761315e+00,2.355114397999999998e+00
1.596549259408502675e+00,2.361319688000000472e+00
1.598599366653094656e+00,2.355114397999999998e+00
1.598566033319761548e+00,2.355114397999999998e+00
1.595755015023388124e+00,2.363388118000000482e+00
1.598499366653094889e+00,2.355114397999999998e+00
1.597076954990527486e+00,2.359251258000000462e+00
1.596349259408502252e+00,2.361319688000000472e+00
1.598399366653094678e+00,2.355114397999999998e+00
1.596282592741836037e+00,2.361319688000000472e+00
1.595555015023387702e+00,2.363388118000000482e+00
1.596215926075169378e+00,2.361319688000000472e+00
1.596182592741836270e+00,2.361319688000000472e+00
1.595455015023387935e+00,2.363388118000000482e+00
1.596115926075169167e+00,2.361319688000000472e+00
1.595388348356720831e+00,2.363388118000000482e+00
1.596049259408502508e+00,2.361319688000000472e+00
1.597404768496395899e+00,2.357182828000000452e+00
1.595982592741835848e+00,2.361319688000000472e+00
1.596643621657193979e+00,2.359251258000000462e+00
1.597999366653095166e+00,2.355114397999999998e+00
1.597271435163062581e+00,2.357182828000000452e+00
1.595155015023387746e+00,2.363388118000000482e+00
1.595815926075168978e+00,2.361319688000000472e+00
1.595782592741835870e+00,2.361319688000000472e+00
1.595055015023387979e+00,2.363388118000000482e+00
1.596410288323860449e+00,2.359251258000000462e+00
1.597071435163062603e+00,2.357182828000000452e+00
1.597038101829729495e+00,2.357182828000000452e+00
1.595615926075169444e+00,2.361319688000000472e+00
1.596276954990527130e+00,2.359251258000000462e+00
1.595549259408502341e+00,2.361319688000000472e+00
1.596210288323860471e+00,2.359251258000000462e+00
1.595482592741836125e+00,2.361319688000000472e+00
1.595449259408502574e+00,2.361319688000000472e+00
1.594721681690054682e+00,2.363388118000000482e+00
1.597466033319761891e+00,2.355114397999999998e+00
1.595349259408502363e+00,2.361319688000000472e+00
1.595315926075169255e+00,2.361319688000000472e+00
1.595976954990526941e+00,2.359251258000000462e+00
1.594555015023387812e+00,2.363388118000000482e+00
1.595215926075169488e+00,2.361319688000000472e+00
1.595876954990527175e+00,2.359251258000000462e+00
1.595149259408502829e+00,2.361319688000000472e+00
1.595115926075169721e+00,2.361319688000000472e+00
1.596471435163062225e+00,2.357182828000000452e+00
1.595049259408502618e+00,2.361319688000000472e+00
1.594321681690054282e+00,2.363388118000000482e+00
1.594288348356721174e+00,2.363388118000000482e+00
1.594255015023388067e+00,2.363388118000000482e+00
1.594221681690054515e+00,2.363388118000000482e+00
1.596271435163062691e+00,2.357182828000000452e+00
1.596932699986427728e+00,2.355114397999999998e+00
1.594815926075169088e+00,2.361319688000000472e+00
1.594782592741835980e+00,2.361319688000000472e+00
1.594055015023387645e+00,2.363388118000000482e+00
1.594715926075169321e+00,2.361319688000000472e+00
1.594682592741836213e+00,2.361319688000000472e+00
1.596732699986428194e+00,2.355114397999999998e+00
1.595310288323860792e+00,2.359251258000000462e+00
1.596666033319761091e+00,2.355114397999999998e+00
1.593855015023387667e+00,2.363388118000000482e+00
1.594515926075169343e+00,2.361319688000000472e+00
1.594482592741835791e+00,2.361319688000000472e+00
1.595143621657193922e+00,2.359251258000000462e+00
1.593721681690054792e+00,2.363388118000000482e+00
1.594382592741836024e+00,2.361319688000000472e+00
1.595043621657194155e+00,2.359251258000000462e+00
1.594315926075168921e+00,2.361319688000000472e+00
1.594282592741835813e+00,2.361319688000000472e+00
1.595638101829729205e+00,2.357182828000000452e+00
1.594215926075169154e+00,2.361319688000000472e+00
1.594182592741836046e+00,2.361319688000000472e+00
1.596232699986428472e+00,2.355114397999999998e+00
1.594115926075169387e+00,2.361319688000000472e+00
1.593388348356721052e+00,2.363388118000000482e+00
1.594049259408502284e+00,2.361319688000000472e+00
1.596099366653094709e+00,2.355114397999999998e+00
1.594676954990527307e+00,2.359251258000000462e+00
1.593949259408502517e+00,2.361319688000000472e+00
1.595999366653094942e+00,2.355114397999999998e+00
1.593188348356721518e+00,2.363388118000000482e+00
1.595932699986428283e+00,2.355114397999999998e+00
1.595204768496395697e+00,2.357182828000000452e+00
1.593782592741835646e+00,2.361319688000000472e+00
1.593749259408502539e+00,2.361319688000000472e+00
1.593715926075169431e+00,2.361319688000000472e+00
1.594376954990527118e+00,2.359251258000000462e+00
1.594343621657194010e+00,2.359251258000000462e+00
1.595699366653095197e+00,2.355114397999999998e+00
1.594971435163062612e+00,2.357182828000000452e+00
1.594938101829729060e+00,2.357182828000000452e+00
1.594904768496395508e+00,2.357182828000000452e+00
1.593482592741835902e+00,2.361319688000000472e+00
1.594143621657194032e+00,2.359251258000000462e+00
1.596194082854326846e+00,2.353045967999999988e+00
1.592688348356721351e+00,2.363388118000000482e+00
1.593349259408503027e+00,2.361319688000000472e+00
1.595399366653094564e+00,2.355114397999999998e+00
1.593282592741835924e+00,2.361319688000000472e+00
1.592555015023387588e+00,2.363388118000000482e+00
1.593215926075169264e+00,2.361319688000000472e+00
1.595266033319761689e+00,2.355114397999999998e+00
1.595232699986428138e+00,2.355114397999999998e+00
1.594504768496395997e+00,2.357182828000000452e+00
1.595860749520993993e+00,2.353045967999999988e+00
1.593049259408502394e+00,2.361319688000000472e+00
1.593015926075169286e+00,2.361319688000000472e+00
1.592288348356720951e+00,2.363388118000000482e+00
1.593643621657193865e+00,2.359251258000000462e+00
1.592221681690054735e+00,2.363388118000000482e+00
1.592188348356721184e+00,2.363388118000000482e+00
1.593543621657194098e+00,2.359251258000000462e+00
1.592815926075168864e+00,2.361319688000000472e+00
1.592782592741835757e+00,2.361319688000000472e+00
1.592055015023387865e+00,2.363388118000000482e+00
1.593410288323860335e+00,2.359251258000000462e+00
1.591988348356721206e+00,2.363388118000000482e+00
1.592649259408502882e+00,2.361319688000000472e+00
1.594699366653094863e+00,2.355114397999999998e+00
1.594666033319761755e+00,2.355114397999999998e+00
1.592549259408502227e+00,2.361319688000000472e+00
1.594599366653094652e+00,2.355114397999999998e+00
1.594566033319761544e+00,2.355114397999999998e+00
1.594532699986427993e+00,2.355114397999999998e+00
1.592415926075169352e+00,2.361319688000000472e+00
1.594466033319761777e+00,2.355114397999999998e+00
